Date,Day,status_country,counts
5/5/2014,44,Deaths_SierraLeone,0.0
5/3/2014,42,Deaths_SierraLeone,0.0
5/1/2014,40,Deaths_SierraLeone,0.0
4/26/2014,35,Deaths_SierraLeone,0.0
4/24/2014,33,Deaths_SierraLeone,0.0
4/23/2014,32,Deaths_SierraLeone,0.0
4/22/2014,31,Deaths_SierraLeone,0.0
4/21/2014,30,Deaths_SierraLeone,
4/20/2014,29,Deaths_SierraLeone,
4/17/2014,26,Deaths_SierraLeone,
4/16/2014,25,Deaths_SierraLeone,
4/15/2014,24,Deaths_SierraLeone,
4/14/2014,23,Deaths_SierraLeone,
4/11/2014,20,Deaths_SierraLeone,2.0
4/9/2014,18,Deaths_SierraLeone,2.0
4/7/2014,16,Deaths_SierraLeone,2.0
4/4/2014,13,Deaths_SierraLeone,2.0
4/1/2014,10,Deaths_SierraLeone,2.0
3/31/2014,9,Deaths_SierraLeone,2.0
3/29/2014,7,Deaths_SierraLeone,
3/28/2014,6,Deaths_SierraLeone,2.0
3/27/2014,5,Deaths_SierraLeone,5.0
3/26/2014,4,Deaths_SierraLeone,
3/25/2014,3,Deaths_SierraLeone,
3/24/2014,2,Deaths_SierraLeone,
3/22/2014,0,Deaths_SierraLeone,
1/5/2015,289,Deaths_Nigeria,
1/4/2015,288,Deaths_Nigeria,
1/3/2015,287,Deaths_Nigeria,
1/2/2015,286,Deaths_Nigeria,
12/31/2014,284,Deaths_Nigeria,
12/28/2014,281,Deaths_Nigeria,
12/27/2014,280,Deaths_Nigeria,
12/24/2014,277,Deaths_Nigeria,
12/21/2014,273,Deaths_Nigeria,
12/20/2014,272,Deaths_Nigeria,
12/18/2014,271,Deaths_Nigeria,
12/14/2014,267,Deaths_Nigeria,
12/9/2014,262,Deaths_Nigeria,
12/7/2014,260,Deaths_Nigeria,8.0
12/3/2014,256,Deaths_Nigeria,
11/30/2014,253,Deaths_Nigeria,8.0
11/28/2014,251,Deaths_Nigeria,
11/23/2014,246,Deaths_Nigeria,8.0
11/22/2014,245,Deaths_Nigeria,
11/18/2014,241,Deaths_Nigeria,8.0
11/16/2014,239,Deaths_Nigeria,8.0
11/15/2014,238,Deaths_Nigeria,
11/11/2014,234,Deaths_Nigeria,8.0
11/10/2014,233,Deaths_Nigeria,
11/9/2014,232,Deaths_Nigeria,8.0
11/8/2014,231,Deaths_Nigeria,
11/4/2014,227,Deaths_Nigeria,8.0
11/3/2014,226,Deaths_Nigeria,
11/2/2014,225,Deaths_Nigeria,8.0
10/31/2014,222,Deaths_Nigeria,
10/29/2014,220,Deaths_Nigeria,8.0
10/27/2014,218,Deaths_Nigeria,8.0
10/25/2014,216,Deaths_Nigeria,
10/22/2014,214,Deaths_Nigeria,
10/21/2014,213,Deaths_Nigeria,
10/19/2014,211,Deaths_Nigeria,8.0
10/18/2014,210,Deaths_Nigeria,
10/14/2014,206,Deaths_Nigeria,8.0
10/13/2014,205,Deaths_Nigeria,
10/12/2014,204,Deaths_Nigeria,8.0
10/11/2014,203,Deaths_Nigeria,
10/8/2014,200,Deaths_Nigeria,8.0
10/7/2014,199,Deaths_Nigeria,
10/5/2014,197,Deaths_Nigeria,8.0
10/4/2014,196,Deaths_Nigeria,
10/1/2014,193,Deaths_Nigeria,8.0
9/28/2014,190,Deaths_Nigeria,8.0
9/23/2014,185,Deaths_Nigeria,8.0
9/21/2014,183,Deaths_Nigeria,8.0
9/20/2014,182,Deaths_Nigeria,
9/19/2014,181,Deaths_Nigeria,
9/17/2014,179,Deaths_Nigeria,
9/14/2014,176,Deaths_Nigeria,
9/13/2014,175,Deaths_Nigeria,8.0
9/10/2014,172,Deaths_Nigeria,8.0
9/9/2014,171,Deaths_Nigeria,
9/7/2014,169,Deaths_Nigeria,8.0
9/5/2014,167,Deaths_Nigeria,8.0
8/31/2014,162,Deaths_Nigeria,7.0
8/26/2014,157,Deaths_Nigeria,6.0
8/20/2014,151,Deaths_Nigeria,5.0
8/18/2014,149,Deaths_Nigeria,4.0
8/16/2014,147,Deaths_Nigeria,4.0
8/13/2014,144,Deaths_Nigeria,4.0
8/11/2014,142,Deaths_Nigeria,3.0
8/9/2014,140,Deaths_Nigeria,2.0
8/6/2014,137,Deaths_Nigeria,2.0
8/4/2014,135,Deaths_Nigeria,1.0
8/1/2014,132,Deaths_Nigeria,1.0
7/30/2014,129,Deaths_Nigeria,1.0
7/27/2014,126,Deaths_Nigeria,1.0
7/23/2014,123,Deaths_Nigeria,0.0
7/20/2014,120,Deaths_Nigeria,
7/17/2014,117,Deaths_Nigeria,
7/14/2014,114,Deaths_Nigeria,
7/12/2014,112,Deaths_Nigeria,
7/8/2014,108,Deaths_Nigeria,
7/6/2014,106,Deaths_Nigeria,
7/2/2014,102,Deaths_Nigeria,
6/30/2014,100,Deaths_Nigeria,
6/22/2014,92,Deaths_Nigeria,
6/20/2014,90,Deaths_Nigeria,
6/19/2014,89,Deaths_Nigeria,
6/18/2014,88,Deaths_Nigeria,
6/17/2014,87,Deaths_Nigeria,
6/16/2014,86,Deaths_Nigeria,
6/10/2014,80,Deaths_Nigeria,
6/5/2014,75,Deaths_Nigeria,
6/3/2014,73,Deaths_Nigeria,
6/1/2014,71,Deaths_Nigeria,
5/28/2014,67,Deaths_Nigeria,
5/27/2014,66,Deaths_Nigeria,
5/23/2014,62,Deaths_Nigeria,
5/12/2014,51,Deaths_Nigeria,
5/10/2014,49,Deaths_Nigeria,
5/7/2014,46,Deaths_Nigeria,
5/5/2014,44,Deaths_Nigeria,
5/3/2014,42,Deaths_Nigeria,
5/1/2014,40,Deaths_Nigeria,
4/26/2014,35,Deaths_Nigeria,
4/24/2014,33,Deaths_Nigeria,
4/23/2014,32,Deaths_Nigeria,
4/22/2014,31,Deaths_Nigeria,
4/21/2014,30,Deaths_Nigeria,
4/20/2014,29,Deaths_Nigeria,
4/17/2014,26,Deaths_Nigeria,
4/16/2014,25,Deaths_Nigeria,
4/15/2014,24,Deaths_Nigeria,
4/14/2014,23,Deaths_Nigeria,
4/11/2014,20,Deaths_Nigeria,
4/9/2014,18,Deaths_Nigeria,
4/7/2014,16,Deaths_Nigeria,
4/4/2014,13,Deaths_Nigeria,
4/1/2014,10,Deaths_Nigeria,
3/31/2014,9,Deaths_Nigeria,
3/29/2014,7,Deaths_Nigeria,
3/28/2014,6,Deaths_Nigeria,
3/27/2014,5,Deaths_Nigeria,
3/26/2014,4,Deaths_Nigeria,
3/25/2014,3,Deaths_Nigeria,
3/24/2014,2,Deaths_Nigeria,
3/22/2014,0,Deaths_Nigeria,
1/5/2015,289,Deaths_Senegal,
1/4/2015,288,Deaths_Senegal,
1/3/2015,287,Deaths_Senegal,
1/2/2015,286,Deaths_Senegal,
12/31/2014,284,Deaths_Senegal,
12/28/2014,281,Deaths_Senegal,
12/27/2014,280,Deaths_Senegal,
12/24/2014,277,Deaths_Senegal,
12/21/2014,273,Deaths_Senegal,
12/20/2014,272,Deaths_Senegal,
12/18/2014,271,Deaths_Senegal,
12/14/2014,267,Deaths_Senegal,
12/9/2014,262,Deaths_Senegal,
12/7/2014,260,Deaths_Senegal,0.0
12/3/2014,256,Deaths_Senegal,
11/30/2014,253,Deaths_Senegal,0.0
11/28/2014,251,Deaths_Senegal,
11/23/2014,246,Deaths_Senegal,0.0
11/22/2014,245,Deaths_Senegal,
11/18/2014,241,Deaths_Senegal,0.0
11/16/2014,239,Deaths_Senegal,0.0
11/15/2014,238,Deaths_Senegal,
11/11/2014,234,Deaths_Senegal,0.0
11/10/2014,233,Deaths_Senegal,
11/9/2014,232,Deaths_Senegal,0.0
11/8/2014,231,Deaths_Senegal,
11/4/2014,227,Deaths_Senegal,0.0
11/3/2014,226,Deaths_Senegal,
11/2/2014,225,Deaths_Senegal,0.0
10/31/2014,222,Deaths_Senegal,
10/29/2014,220,Deaths_Senegal,0.0
10/27/2014,218,Deaths_Senegal,0.0
10/25/2014,216,Deaths_Senegal,
10/22/2014,214,Deaths_Senegal,
10/21/2014,213,Deaths_Senegal,
10/19/2014,211,Deaths_Senegal,0.0
10/18/2014,210,Deaths_Senegal,
10/14/2014,206,Deaths_Senegal,0.0
10/13/2014,205,Deaths_Senegal,
10/12/2014,204,Deaths_Senegal,0.0
10/11/2014,203,Deaths_Senegal,
10/8/2014,200,Deaths_Senegal,0.0
10/7/2014,199,Deaths_Senegal,
10/5/2014,197,Deaths_Senegal,0.0
10/4/2014,196,Deaths_Senegal,
10/1/2014,193,Deaths_Senegal,0.0
9/28/2014,190,Deaths_Senegal,0.0
9/23/2014,185,Deaths_Senegal,0.0
9/21/2014,183,Deaths_Senegal,0.0
9/20/2014,182,Deaths_Senegal,
9/19/2014,181,Deaths_Senegal,
9/17/2014,179,Deaths_Senegal,
9/14/2014,176,Deaths_Senegal,
9/13/2014,175,Deaths_Senegal,0.0
9/10/2014,172,Deaths_Senegal,
9/9/2014,171,Deaths_Senegal,
9/7/2014,169,Deaths_Senegal,0.0
9/5/2014,167,Deaths_Senegal,
8/31/2014,162,Deaths_Senegal,
8/26/2014,157,Deaths_Senegal,
8/20/2014,151,Deaths_Senegal,
8/18/2014,149,Deaths_Senegal,
8/16/2014,147,Deaths_Senegal,
8/13/2014,144,Deaths_Senegal,
8/11/2014,142,Deaths_Senegal,
8/9/2014,140,Deaths_Senegal,
8/6/2014,137,Deaths_Senegal,
8/4/2014,135,Deaths_Senegal,
8/1/2014,132,Deaths_Senegal,
7/30/2014,129,Deaths_Senegal,
7/27/2014,126,Deaths_Senegal,
7/23/2014,123,Deaths_Senegal,
7/20/2014,120,Deaths_Senegal,
7/17/2014,117,Deaths_Senegal,
7/14/2014,114,Deaths_Senegal,
7/12/2014,112,Deaths_Senegal,
7/8/2014,108,Deaths_Senegal,
7/6/2014,106,Deaths_Senegal,
7/2/2014,102,Deaths_Senegal,
6/30/2014,100,Deaths_Senegal,
6/22/2014,92,Deaths_Senegal,
6/20/2014,90,Deaths_Senegal,
6/19/2014,89,Deaths_Senegal,
6/18/2014,88,Deaths_Senegal,
6/17/2014,87,Deaths_Senegal,
6/16/2014,86,Deaths_Senegal,
6/10/2014,80,Deaths_Senegal,
6/5/2014,75,Deaths_Senegal,
6/3/2014,73,Deaths_Senegal,
6/1/2014,71,Deaths_Senegal,
5/28/2014,67,Deaths_Senegal,
5/27/2014,66,Deaths_Senegal,
5/23/2014,62,Deaths_Senegal,
5/12/2014,51,Deaths_Senegal,
5/10/2014,49,Deaths_Senegal,
5/7/2014,46,Deaths_Senegal,
5/5/2014,44,Deaths_Senegal,
5/3/2014,42,Deaths_Senegal,
5/1/2014,40,Deaths_Senegal,
4/26/2014,35,Deaths_Senegal,
4/24/2014,33,Deaths_Senegal,
4/23/2014,32,Deaths_Senegal,
4/22/2014,31,Deaths_Senegal,
4/21/2014,30,Deaths_Senegal,
4/20/2014,29,Deaths_Senegal,
4/17/2014,26,Deaths_Senegal,
4/16/2014,25,Deaths_Senegal,
4/15/2014,24,Deaths_Senegal,
4/14/2014,23,Deaths_Senegal,
4/11/2014,20,Deaths_Senegal,
4/9/2014,18,Deaths_Senegal,
4/7/2014,16,Deaths_Senegal,
4/4/2014,13,Deaths_Senegal,
4/1/2014,10,Deaths_Senegal,
3/31/2014,9,Deaths_Senegal,
3/29/2014,7,Deaths_Senegal,
3/28/2014,6,Deaths_Senegal,
3/27/2014,5,Deaths_Senegal,
3/26/2014,4,Deaths_Senegal,
3/25/2014,3,Deaths_Senegal,
3/24/2014,2,Deaths_Senegal,
3/22/2014,0,Deaths_Senegal,
1/5/2015,289,Deaths_UnitedStates,
1/4/2015,288,Deaths_UnitedStates,
1/3/2015,287,Deaths_UnitedStates,
1/2/2015,286,Deaths_UnitedStates,
12/31/2014,284,Deaths_UnitedStates,
12/28/2014,281,Deaths_UnitedStates,
12/27/2014,280,Deaths_UnitedStates,
12/24/2014,277,Deaths_UnitedStates,
12/21/2014,273,Deaths_UnitedStates,
12/20/2014,272,Deaths_UnitedStates,
12/18/2014,271,Deaths_UnitedStates,
12/14/2014,267,Deaths_UnitedStates,
12/9/2014,262,Deaths_UnitedStates,
12/7/2014,260,Deaths_UnitedStates,1.0
12/3/2014,256,Deaths_UnitedStates,
11/30/2014,253,Deaths_UnitedStates,1.0
11/28/2014,251,Deaths_UnitedStates,
11/23/2014,246,Deaths_UnitedStates,1.0
11/22/2014,245,Deaths_UnitedStates,
11/18/2014,241,Deaths_UnitedStates,1.0
11/16/2014,239,Deaths_UnitedStates,1.0
11/15/2014,238,Deaths_UnitedStates,
11/11/2014,234,Deaths_UnitedStates,1.0
11/10/2014,233,Deaths_UnitedStates,
11/9/2014,232,Deaths_UnitedStates,1.0
11/8/2014,231,Deaths_UnitedStates,
11/4/2014,227,Deaths_UnitedStates,1.0
11/3/2014,226,Deaths_UnitedStates,
11/2/2014,225,Deaths_UnitedStates,1.0
10/31/2014,222,Deaths_UnitedStates,
10/29/2014,220,Deaths_UnitedStates,1.0
10/27/2014,218,Deaths_UnitedStates,1.0
10/25/2014,216,Deaths_UnitedStates,
10/22/2014,214,Deaths_UnitedStates,1.0
10/21/2014,213,Deaths_UnitedStates,
10/19/2014,211,Deaths_UnitedStates,1.0
10/18/2014,210,Deaths_UnitedStates,
10/14/2014,206,Deaths_UnitedStates,0.0
10/13/2014,205,Deaths_UnitedStates,
10/12/2014,204,Deaths_UnitedStates,1.0
10/11/2014,203,Deaths_UnitedStates,
10/8/2014,200,Deaths_UnitedStates,1.0
10/7/2014,199,Deaths_UnitedStates,
10/5/2014,197,Deaths_UnitedStates,0.0
10/4/2014,196,Deaths_UnitedStates,
10/1/2014,193,Deaths_UnitedStates,0.0
9/28/2014,190,Deaths_UnitedStates,
9/23/2014,185,Deaths_UnitedStates,
9/21/2014,183,Deaths_UnitedStates,
9/20/2014,182,Deaths_UnitedStates,
9/19/2014,181,Deaths_UnitedStates,
9/17/2014,179,Deaths_UnitedStates,
9/14/2014,176,Deaths_UnitedStates,
9/13/2014,175,Deaths_UnitedStates,
9/10/2014,172,Deaths_UnitedStates,
9/9/2014,171,Deaths_UnitedStates,
9/7/2014,169,Deaths_UnitedStates,
9/5/2014,167,Deaths_UnitedStates,
8/31/2014,162,Deaths_UnitedStates,
8/26/2014,157,Deaths_UnitedStates,
8/20/2014,151,Deaths_UnitedStates,
8/18/2014,149,Deaths_UnitedStates,
8/16/2014,147,Deaths_UnitedStates,
8/13/2014,144,Deaths_UnitedStates,
8/11/2014,142,Deaths_UnitedStates,
8/9/2014,140,Deaths_UnitedStates,
8/6/2014,137,Deaths_UnitedStates,
8/4/2014,135,Deaths_UnitedStates,
8/1/2014,132,Deaths_UnitedStates,
7/30/2014,129,Deaths_UnitedStates,
7/27/2014,126,Deaths_UnitedStates,
7/23/2014,123,Deaths_UnitedStates,
7/20/2014,120,Deaths_UnitedStates,
7/17/2014,117,Deaths_UnitedStates,
7/14/2014,114,Deaths_UnitedStates,
7/12/2014,112,Deaths_UnitedStates,
7/8/2014,108,Deaths_UnitedStates,
7/6/2014,106,Deaths_UnitedStates,
7/2/2014,102,Deaths_UnitedStates,
6/30/2014,100,Deaths_UnitedStates,
6/22/2014,92,Deaths_UnitedStates,
6/20/2014,90,Deaths_UnitedStates,
6/19/2014,89,Deaths_UnitedStates,
6/18/2014,88,Deaths_UnitedStates,
6/17/2014,87,Deaths_UnitedStates,
6/16/2014,86,Deaths_UnitedStates,
6/10/2014,80,Deaths_UnitedStates,
6/5/2014,75,Deaths_UnitedStates,
6/3/2014,73,Deaths_UnitedStates,
6/1/2014,71,Deaths_UnitedStates,
5/28/2014,67,Deaths_UnitedStates,
5/27/2014,66,Deaths_UnitedStates,
5/23/2014,62,Deaths_UnitedStates,
5/12/2014,51,Deaths_UnitedStates,
5/10/2014,49,Deaths_UnitedStates,
5/7/2014,46,Deaths_UnitedStates,
5/5/2014,44,Deaths_UnitedStates,
5/3/2014,42,Deaths_UnitedStates,
5/1/2014,40,Deaths_UnitedStates,
4/26/2014,35,Deaths_UnitedStates,
4/24/2014,33,Deaths_UnitedStates,
4/23/2014,32,Deaths_UnitedStates,
4/22/2014,31,Deaths_UnitedStates,
4/21/2014,30,Deaths_UnitedStates,
4/20/2014,29,Deaths_UnitedStates,
4/17/2014,26,Deaths_UnitedStates,
4/16/2014,25,Deaths_UnitedStates,
4/15/2014,24,Deaths_UnitedStates,
4/14/2014,23,Deaths_UnitedStates,
4/11/2014,20,Deaths_UnitedStates,
4/9/2014,18,Deaths_UnitedStates,
4/7/2014,16,Deaths_UnitedStates,
4/4/2014,13,Deaths_UnitedStates,
4/1/2014,10,Deaths_UnitedStates,
3/31/2014,9,Deaths_UnitedStates,
3/29/2014,7,Deaths_UnitedStates,
3/28/2014,6,Deaths_UnitedStates,
3/27/2014,5,Deaths_UnitedStates,
3/26/2014,4,Deaths_UnitedStates,
3/25/2014,3,Deaths_UnitedStates,
3/24/2014,2,Deaths_UnitedStates,
3/22/2014,0,Deaths_UnitedStates,
1/5/2015,289,Deaths_Spain,
1/4/2015,288,Deaths_Spain,
1/3/2015,287,Deaths_Spain,
1/2/2015,286,Deaths_Spain,
12/31/2014,284,Deaths_Spain,
12/28/2014,281,Deaths_Spain,
12/27/2014,280,Deaths_Spain,
12/24/2014,277,Deaths_Spain,
12/21/2014,273,Deaths_Spain,
12/20/2014,272,Deaths_Spain,
12/18/2014,271,Deaths_Spain,
12/14/2014,267,Deaths_Spain,
12/9/2014,262,Deaths_Spain,
12/7/2014,260,Deaths_Spain,0.0
12/3/2014,256,Deaths_Spain,
11/30/2014,253,Deaths_Spain,0.0
11/28/2014,251,Deaths_Spain,
11/23/2014,246,Deaths_Spain,0.0
11/22/2014,245,Deaths_Spain,
11/18/2014,241,Deaths_Spain,0.0
11/16/2014,239,Deaths_Spain,0.0
11/15/2014,238,Deaths_Spain,
11/11/2014,234,Deaths_Spain,0.0
11/10/2014,233,Deaths_Spain,
11/9/2014,232,Deaths_Spain,0.0
11/8/2014,231,Deaths_Spain,
11/4/2014,227,Deaths_Spain,0.0
11/3/2014,226,Deaths_Spain,
11/2/2014,225,Deaths_Spain,0.0
10/31/2014,222,Deaths_Spain,
10/29/2014,220,Deaths_Spain,0.0
10/27/2014,218,Deaths_Spain,0.0
10/25/2014,216,Deaths_Spain,
10/22/2014,214,Deaths_Spain,0.0
10/21/2014,213,Deaths_Spain,
10/19/2014,211,Deaths_Spain,0.0
10/18/2014,210,Deaths_Spain,
10/14/2014,206,Deaths_Spain,1.0
10/13/2014,205,Deaths_Spain,
10/12/2014,204,Deaths_Spain,1.0
10/11/2014,203,Deaths_Spain,
10/8/2014,200,Deaths_Spain,1.0
10/7/2014,199,Deaths_Spain,
10/5/2014,197,Deaths_Spain,
10/4/2014,196,Deaths_Spain,
10/1/2014,193,Deaths_Spain,
9/28/2014,190,Deaths_Spain,
9/23/2014,185,Deaths_Spain,
9/21/2014,183,Deaths_Spain,
9/20/2014,182,Deaths_Spain,
9/19/2014,181,Deaths_Spain,
9/17/2014,179,Deaths_Spain,
9/14/2014,176,Deaths_Spain,
9/13/2014,175,Deaths_Spain,
9/10/2014,172,Deaths_Spain,
9/9/2014,171,Deaths_Spain,
9/7/2014,169,Deaths_Spain,
9/5/2014,167,Deaths_Spain,
8/31/2014,162,Deaths_Spain,
8/26/2014,157,Deaths_Spain,
8/20/2014,151,Deaths_Spain,
8/18/2014,149,Deaths_Spain,
8/16/2014,147,Deaths_Spain,
8/13/2014,144,Deaths_Spain,
8/11/2014,142,Deaths_Spain,
8/9/2014,140,Deaths_Spain,
8/6/2014,137,Deaths_Spain,
8/4/2014,135,Deaths_Spain,
8/1/2014,132,Deaths_Spain,
7/30/2014,129,Deaths_Spain,
7/27/2014,126,Deaths_Spain,
7/23/2014,123,Deaths_Spain,
7/20/2014,120,Deaths_Spain,
7/17/2014,117,Deaths_Spain,
7/14/2014,114,Deaths_Spain,
7/12/2014,112,Deaths_Spain,
7/8/2014,108,Deaths_Spain,
7/6/2014,106,Deaths_Spain,
7/2/2014,102,Deaths_Spain,
6/30/2014,100,Deaths_Spain,
6/22/2014,92,Deaths_Spain,
6/20/2014,90,Deaths_Spain,
6/19/2014,89,Deaths_Spain,
6/18/2014,88,Deaths_Spain,
6/17/2014,87,Deaths_Spain,
6/16/2014,86,Deaths_Spain,
6/10/2014,80,Deaths_Spain,
6/5/2014,75,Deaths_Spain,
6/3/2014,73,Deaths_Spain,
6/1/2014,71,Deaths_Spain,
5/28/2014,67,Deaths_Spain,
5/27/2014,66,Deaths_Spain,
5/23/2014,62,Deaths_Spain,
5/12/2014,51,Deaths_Spain,
5/10/2014,49,Deaths_Spain,
5/7/2014,46,Deaths_Spain,
5/5/2014,44,Deaths_Spain,
5/3/2014,42,Deaths_Spain,
5/1/2014,40,Deaths_Spain,
4/26/2014,35,Deaths_Spain,
4/24/2014,33,Deaths_Spain,
4/23/2014,32,Deaths_Spain,
4/22/2014,31,Deaths_Spain,
4/21/2014,30,Deaths_Spain,
4/20/2014,29,Deaths_Spain,
4/17/2014,26,Deaths_Spain,
4/16/2014,25,Deaths_Spain,
4/15/2014,24,Deaths_Spain,
4/14/2014,23,Deaths_Spain,
4/11/2014,20,Deaths_Spain,
4/9/2014,18,Deaths_Spain,
4/7/2014,16,Deaths_Spain,
4/4/2014,13,Deaths_Spain,
4/1/2014,10,Deaths_Spain,
3/31/2014,9,Deaths_Spain,
3/29/2014,7,Deaths_Spain,
3/28/2014,6,Deaths_Spain,
3/27/2014,5,Deaths_Spain,
3/26/2014,4,Deaths_Spain,
3/25/2014,3,Deaths_Spain,
3/24/2014,2,Deaths_Spain,
3/22/2014,0,Deaths_Spain,
1/5/2015,289,Deaths_Mali,
1/4/2015,288,Deaths_Mali,
1/3/2015,287,Deaths_Mali,
1/2/2015,286,Deaths_Mali,
12/31/2014,284,Deaths_Mali,
12/28/2014,281,Deaths_Mali,
12/27/2014,280,Deaths_Mali,
12/24/2014,277,Deaths_Mali,
12/21/2014,273,Deaths_Mali,
12/20/2014,272,Deaths_Mali,
12/18/2014,271,Deaths_Mali,
12/14/2014,267,Deaths_Mali,
12/9/2014,262,Deaths_Mali,
12/7/2014,260,Deaths_Mali,6.0
12/3/2014,256,Deaths_Mali,
11/30/2014,253,Deaths_Mali,6.0
11/28/2014,251,Deaths_Mali,
11/23/2014,246,Deaths_Mali,6.0
11/22/2014,245,Deaths_Mali,
11/18/2014,241,Deaths_Mali,6.0
11/16/2014,239,Deaths_Mali,5.0
11/15/2014,238,Deaths_Mali,
11/11/2014,234,Deaths_Mali,3.0
11/10/2014,233,Deaths_Mali,
11/9/2014,232,Deaths_Mali,1.0
11/8/2014,231,Deaths_Mali,
11/4/2014,227,Deaths_Mali,1.0
11/3/2014,226,Deaths_Mali,
11/2/2014,225,Deaths_Mali,1.0
10/31/2014,222,Deaths_Mali,
10/29/2014,220,Deaths_Mali,1.0
10/27/2014,218,Deaths_Mali,1.0
10/25/2014,216,Deaths_Mali,
10/22/2014,214,Deaths_Mali,1.0
10/21/2014,213,Deaths_Mali,
10/19/2014,211,Deaths_Mali,
10/18/2014,210,Deaths_Mali,
10/14/2014,206,Deaths_Mali,
10/13/2014,205,Deaths_Mali,
10/12/2014,204,Deaths_Mali,
10/11/2014,203,Deaths_Mali,
10/8/2014,200,Deaths_Mali,
10/7/2014,199,Deaths_Mali,
10/5/2014,197,Deaths_Mali,
10/4/2014,196,Deaths_Mali,
10/1/2014,193,Deaths_Mali,
9/28/2014,190,Deaths_Mali,
9/23/2014,185,Deaths_Mali,
9/21/2014,183,Deaths_Mali,
9/20/2014,182,Deaths_Mali,
9/19/2014,181,Deaths_Mali,
9/17/2014,179,Deaths_Mali,
9/14/2014,176,Deaths_Mali,
9/13/2014,175,Deaths_Mali,
9/10/2014,172,Deaths_Mali,
9/9/2014,171,Deaths_Mali,
9/7/2014,169,Deaths_Mali,
9/5/2014,167,Deaths_Mali,
8/31/2014,162,Deaths_Mali,
8/26/2014,157,Deaths_Mali,
8/20/2014,151,Deaths_Mali,
8/18/2014,149,Deaths_Mali,
8/16/2014,147,Deaths_Mali,
8/13/2014,144,Deaths_Mali,
8/11/2014,142,Deaths_Mali,
8/9/2014,140,Deaths_Mali,
8/6/2014,137,Deaths_Mali,
8/4/2014,135,Deaths_Mali,
8/1/2014,132,Deaths_Mali,
7/30/2014,129,Deaths_Mali,
7/27/2014,126,Deaths_Mali,
7/23/2014,123,Deaths_Mali,
7/20/2014,120,Deaths_Mali,
7/17/2014,117,Deaths_Mali,
7/14/2014,114,Deaths_Mali,
7/12/2014,112,Deaths_Mali,
7/8/2014,108,Deaths_Mali,
7/6/2014,106,Deaths_Mali,
7/2/2014,102,Deaths_Mali,
6/30/2014,100,Deaths_Mali,
6/22/2014,92,Deaths_Mali,
6/20/2014,90,Deaths_Mali,
6/19/2014,89,Deaths_Mali,
6/18/2014,88,Deaths_Mali,
6/17/2014,87,Deaths_Mali,
6/16/2014,86,Deaths_Mali,
6/10/2014,80,Deaths_Mali,
6/5/2014,75,Deaths_Mali,
6/3/2014,73,Deaths_Mali,
6/1/2014,71,Deaths_Mali,
5/28/2014,67,Deaths_Mali,
5/27/2014,66,Deaths_Mali,
5/23/2014,62,Deaths_Mali,
5/12/2014,51,Deaths_Mali,
5/10/2014,49,Deaths_Mali,
5/7/2014,46,Deaths_Mali,
5/5/2014,44,Deaths_Mali,
5/3/2014,42,Deaths_Mali,
5/1/2014,40,Deaths_Mali,
4/26/2014,35,Deaths_Mali,
4/24/2014,33,Deaths_Mali,
4/23/2014,32,Deaths_Mali,
4/22/2014,31,Deaths_Mali,
4/21/2014,30,Deaths_Mali,
4/20/2014,29,Deaths_Mali,
4/17/2014,26,Deaths_Mali,
4/16/2014,25,Deaths_Mali,
4/15/2014,24,Deaths_Mali,
4/14/2014,23,Deaths_Mali,
4/11/2014,20,Deaths_Mali,
4/9/2014,18,Deaths_Mali,
4/7/2014,16,Deaths_Mali,
4/4/2014,13,Deaths_Mali,
4/1/2014,10,Deaths_Mali,
3/31/2014,9,Deaths_Mali,
3/29/2014,7,Deaths_Mali,
3/28/2014,6,Deaths_Mali,
3/27/2014,5,Deaths_Mali,
3/26/2014,4,Deaths_Mali,
3/25/2014,3,Deaths_Mali,
3/24/2014,2,Deaths_Mali,
3/22/2014,0,Deaths_Mali,
